"","longitude","latitude","housing_median_age","population","households","median_income","median_house_value","mean_bedrooms","mean_rooms","location"
"1670",-122.23,38.06,52,490,257,3.125,171100,1.03501945525292,5.25291828793774,"NEAR BAY"
"1671",-122.23,38.05,52,638,297,2.5517,147100,1.20538720538721,5.84511784511785,"NEAR BAY"
"1672",-122.21,38.06,52,1076,487,3.6154,155700,1.14784394250513,5.61601642710472,"NEAR BAY"
"1673",-122.2,38.04,31,1236,487,5.6022,197000,1.02669404517454,6.21971252566735,"NEAR BAY"
"1674",-122.26,38.03,25,928,353,4.4474,203700,1.02266288951841,6.34277620396601,"NEAR BAY"
"1675",-122.27,38.04,47,835,372,2.3103,134500,1.08870967741935,4.52956989247312,"NEAR BAY"
"1676",-122.26,38.03,41,752,288,3.9345,150200,0.979166666666667,5.66319444444444,"NEAR BAY"
"1677",-122.26,38.04,41,1179,480,2.694,123000,1.12291666666667,5.23333333333333,"NEAR BAY"
"1678",-122.25,38.05,30,779,307,1.6767,147700,0.96742671009772,4.08794788273616,"NEAR BAY"
"1679",-122.32,38.06,4,3596,1396,5.0969,174200,1.15401146131805,5.72994269340974,"NEAR BAY"
"1680",-122.28,38,26,980,417,3.4471,178900,0.990407673860911,5.59952038369305,"NEAR BAY"
"1681",-122.29,38,16,2805,1016,4.025,173200,1.06397637795276,4.90748031496063,"NEAR BAY"
"1682",-122.36,38.03,32,981,369,4.3173,175400,1.0650406504065,5.85094850948509,"NEAR BAY"
"1683",-122.3,38,34,956,341,4.4394,162000,0.929618768328446,5.02052785923754,"NEAR BAY"
"1684",-122.31,38,26,1708,633,4.621,191100,1.01263823064771,5.90047393364929,"NEAR BAY"
"1685",-122.31,38.01,18,1895,772,3.2759,195000,1.13212435233161,5.34067357512953,"NEAR BAY"
"1686",-122.28,37.99,28,1654,571,4.375,193300,1.08931698774081,6.65674255691769,"NEAR BAY"
"1687",-122.26,37.98,28,947,349,5.1178,198000,0.94269340974212,5.83954154727794,"NEAR BAY"
"1688",-122.27,37.99,16,2312,725,5.8899,243200,1.01655172413793,6.78758620689655,"NEAR BAY"
"1689",-122.27,37.98,23,1375,474,6.0289,218600,1.01054852320675,7.28902953586498,"NEAR BAY"
"1690",-122.26,38.02,5,2053,716,5.0473,184800,1.09776536312849,5.37150837988827,"NEAR BAY"
"1691",-122.24,38.01,11,1949,555,5.7862,269400,1.01801801801802,6.75855855855856,"NEAR BAY"
"1692",-122.24,38.01,16,1154,307,6.0102,235600,1.02605863192182,6.78827361563518,"NEAR BAY"
"1693",-122.25,38,16,1531,400,6.5006,237700,1.0275,7.445,"NEAR BAY"
"1694",-122.26,38,14,1003,398,4.2269,170500,0.982412060301508,5.87437185929648,"NEAR BAY"
"1695",-122.26,38,6,318,91,5.2375,246400,1.14285714285714,7.45054945054945,"NEAR BAY"
"1696",-122.27,38,15,572,178,5.8418,240300,0.932584269662921,6.8314606741573,"NEAR BAY"
"1697",-122.27,38,12,969,233,6.1576,248700,1.03862660944206,6.83261802575107,"NEAR BAY"
"1698",-122.26,38,5,3326,872,6.2073,272900,1.04128440366972,7.18463302752294,"NEAR BAY"
"1699",-122.29,37.98,27,850,350,5.1046,209800,0.991428571428571,6.09428571428571,"NEAR BAY"
"1700",-122.28,37.96,35,734,264,5.5,201000,0.920454545454545,5.98106060606061,"NEAR BAY"
"1702",-122.3,37.97,30,1777,718,3.6393,184000,1.07520891364903,5.61281337047354,"NEAR BAY"
"1703",-122.3,37.97,34,1211,452,3.5353,164700,1.16814159292035,6.3141592920354,"NEAR BAY"
"1704",-122.29,37.97,20,1512,580,4.4911,227400,1.08965517241379,5.90689655172414,"NEAR BAY"
"1705",-122.3,37.97,35,911,340,3.375,149700,1.10882352941176,5.32647058823529,"NEAR BAY"
"1706",-122.29,37.94,20,3637,1362,4.4387,190000,1.04698972099853,5.56387665198238,"NEAR BAY"
"1707",-122.32,37.95,37,895,359,4.45,196600,0.983286908077994,5.25626740947075,"NEAR BAY"
"1708",-122.31,37.94,38,810,335,3.8343,191400,1.04179104477612,5.35522388059701,"NEAR BAY"
"1709",-122.31,37.94,38,945,384,4.3958,194200,1.04947916666667,5.65625,"NEAR BAY"
"1710",-122.32,37.95,36,573,239,4.35,185000,1.02510460251046,5.96234309623431,"NEAR BAY"
"1711",-122.31,37.99,25,3259,1081,4.2348,157800,1.0518038852914,6.02035152636448,"NEAR BAY"
"1712",-122.3,37.98,25,1821,792,3.6518,164300,1.01767676767677,4.80681818181818,"NEAR BAY"
"1713",-122.32,37.97,29,1135,490,3.9722,161000,0.946938775510204,4.78979591836735,"NEAR BAY"
"1714",-122.32,38.01,26,1495,496,4.6944,171100,0.991935483870968,6.15725806451613,"NEAR BAY"
"1715",-122.33,38,35,2493,679,2.9781,109000,1.04712812960236,5.56553755522828,"NEAR BAY"
"1716",-122.31,38,29,1687,516,4.3333,170800,1.03488372093023,6.02325581395349,"NEAR BAY"
"1717",-122.32,37.99,24,2315,893,4.2852,173500,1.08398656215006,5.44792833146697,"NEAR BAY"
"1718",-122.32,38,32,1233,418,4.0437,162800,0.949760765550239,5.44258373205742,"NEAR BAY"
"1719",-122.34,37.99,42,1271,377,2.6167,85100,0.864721485411141,4.06100795755968,"NEAR BAY"
"1720",-122.33,37.98,3,1024,515,6.0115,175000,1.05631067961165,5.53398058252427,"NEAR BAY"
"1721",-122.33,37.99,4,1591,887,3.911,112500,1.21645997745209,4.50845546786922,"NEAR BAY"
"1722",-122.39,38,33,23,11,4.125,212500,0.545454545454545,4,"NEAR BAY"
"1723",-122.36,37.96,39,316,52,0.716,104200,1.09615384615385,4.73076923076923,"NEAR BAY"
"1724",-122.36,37.96,31,956,232,1.5347,80400,1.18965517241379,4.98706896551724,"NEAR BAY"
"1725",-122.36,37.95,40,302,81,1.8333,69800,1.25925925925926,5.03703703703704,"NEAR BAY"
"1726",-122.37,37.95,35,100,34,1.6023,81300,1.32352941176471,6.32352941176471,"NEAR BAY"
"1727",-122.37,37.95,32,716,268,0.9797,76400,1.3544776119403,4.84328358208955,"NEAR BAY"
"1728",-122.37,37.96,37,1046,350,0.7403,68600,1.14857142857143,4.49142857142857,"NEAR BAY"
"1729",-122.41,37.98,36,42,25,1.4583,67500,0.6,2.4,"NEAR BAY"
"1730",-122.34,37.98,33,1354,427,3.9773,131300,0.960187353629977,4.71662763466042,"NEAR BAY"
"1731",-122.35,37.98,34,2237,686,3.7562,132900,1.05830903790087,5.47521865889213,"NEAR BAY"
"1732",-122.34,37.97,19,287,81,6.0426,110000,1.34567901234568,4.83950617283951,"NEAR BAY"
"1733",-122.35,37.96,32,1139,423,2.0353,113600,1.19148936170213,4.70685579196217,"NEAR BAY"
"1734",-122.35,37.97,43,1545,471,2.5863,112200,1.02335456475584,4.62420382165605,"NEAR BAY"
"1735",-122.35,37.97,31,2104,641,3.2188,113800,1.06864274570983,4.51170046801872,"NEAR BAY"
"1736",-122.32,37.97,33,991,300,4.6937,134100,0.973333333333333,5.31666666666667,"NEAR BAY"
"1737",-122.32,37.97,33,643,209,4.5,156600,0.909090909090909,5.5311004784689,"NEAR BAY"
"1738",-122.33,37.97,19,2548,1165,3.3125,158800,1.14592274678112,4.42145922746781,"NEAR BAY"
"1739",-122.33,37.98,32,1144,364,4.4135,150100,0.956043956043956,5.40384615384615,"NEAR BAY"
"1740",-122.33,37.97,45,1179,398,3.5463,130800,0.944723618090452,4.97989949748744,"NEAR BAY"
"1741",-122.34,37.97,19,1438,551,2.3382,120700,1.05263157894737,4.05989110707804,"NEAR BAY"
"1742",-122.33,37.96,46,819,251,3.9118,129400,0.940239043824701,4.86852589641434,"NEAR BAY"
"1743",-122.35,37.96,36,1563,524,2.5164,114200,1.01335877862595,4.18129770992366,"NEAR BAY"
"1744",-122.35,37.96,29,1357,443,1.875,97200,1.18284424379233,4.28668171557562,"NEAR BAY"
"1745",-122.35,37.96,35,1023,295,2.0724,97700,1.1728813559322,4.49491525423729,"NEAR BAY"
"1746",-122.35,37.95,31,1801,548,2.6328,110300,1.08576642335766,4.46897810218978,"NEAR BAY"
"1747",-122.35,37.96,34,1272,319,2.5461,93900,1.05015673981191,4.47648902821317,"NEAR BAY"
"1748",-122.36,37.96,30,1073,280,1.8664,107800,1.13214285714286,3.39285714285714,"NEAR BAY"
"1749",-122.32,37.96,25,934,412,3.375,133700,0.978155339805825,4.19417475728155,"NEAR BAY"
"1750",-122.32,37.96,34,784,294,4.0417,182800,1.21428571428571,7.04081632653061,"NEAR BAY"
"1751",-122.32,37.95,35,887,331,2.5769,146100,1.06948640483384,4.87009063444109,"NEAR BAY"
"1752",-122.33,37.95,22,1135,509,2.1915,120800,1.11787819253438,4.1237721021611,"NEAR BAY"
"1753",-122.34,37.96,15,3408,1560,2.1991,133300,1.10064102564103,4.15833333333333,"NEAR BAY"
"1754",-122.34,37.96,33,1220,389,2.5382,103600,1.13367609254499,4.67095115681234,"NEAR BAY"
"1755",-122.32,37.94,38,1390,489,3.7277,165100,1.06748466257669,5.62576687116564,"NEAR BAY"
"1756",-122.32,37.94,46,833,352,5.5196,210800,0.838068181818182,5.40056818181818,"NEAR BAY"
"1757",-122.32,37.93,40,434,196,3.9464,186900,1.08673469387755,5.82142857142857,"NEAR BAY"
"1758",-122.33,37.95,42,848,316,3.7708,144600,1.06329113924051,5.14873417721519,"NEAR BAY"
"1759",-122.33,37.94,45,590,260,2.8833,140400,1.07307692307692,4.71538461538462,"NEAR BAY"
"1760",-122.33,37.94,47,797,342,3.5848,140800,1.05555555555556,5.50292397660819,"NEAR BAY"
"1761",-122.33,37.94,43,807,377,3.1571,141600,1.03183023872679,4.97612732095491,"NEAR BAY"
"1762",-122.33,37.94,42,719,334,3.9417,139100,1.03293413173653,5.0748502994012,"NEAR BAY"
"1763",-122.33,37.94,44,828,309,4.0526,150800,1.07443365695793,5.72491909385113,"NEAR BAY"
"1764",-122.34,37.95,45,702,270,3.6719,134100,0.888888888888889,4.17777777777778,"NEAR BAY"
"1765",-122.33,37.95,45,981,373,3.0313,135800,0.882037533512064,4.24932975871314,"NEAR BAY"
"1766",-122.33,37.95,46,777,322,4.0927,142600,1.0527950310559,4.79192546583851,"NEAR BAY"
"1767",-122.34,37.95,44,806,311,3.0694,135300,1.01929260450161,5.38585209003215,"NEAR BAY"
"1768",-122.34,37.95,44,933,329,2.875,133400,1.11854103343465,5.43465045592705,"NEAR BAY"
"1769",-122.34,37.95,39,1041,385,3.2333,135100,1.10909090909091,5.15844155844156,"NEAR BAY"
"1770",-122.34,37.95,38,766,241,3.2833,111700,1.23651452282158,5.56016597510373,"NEAR BAY"
"1771",-122.35,37.95,45,1318,431,3.0737,111600,1,4.96983758700696,"NEAR BAY"
"1772",-122.35,37.95,42,971,303,3.6094,114600,0.957095709570957,4.9009900990099,"NEAR BAY"
"1773",-122.36,37.95,38,773,248,2.7714,104700,1.16532258064516,4.20161290322581,"NEAR BAY"
"1774",-122.34,37.94,47,947,430,3.942,143300,1.00697674418605,5.37906976744186,"NEAR BAY"
"1775",-122.34,37.94,44,936,435,2.7391,140300,1.02068965517241,4.40689655172414,"NEAR BAY"
"1776",-122.34,37.94,31,786,411,1.681,145500,1.10705596107056,3.91970802919708,"NEAR BAY"
"1777",-122.34,37.94,42,989,444,3.125,143900,1.01576576576577,4.96846846846847,"NEAR BAY"
"1778",-122.35,37.94,45,1406,452,2.3456,105200,1.09070796460177,4.67256637168142,"NEAR BAY"
"1779",-122.35,37.94,34,1358,422,1.6571,105200,1.08767772511848,4.45497630331754,"NEAR BAY"
"1780",-122.35,37.94,47,844,273,2.8967,95600,1.00732600732601,4.67032967032967,"NEAR BAY"
"1781",-122.36,37.95,38,729,286,1.5139,81700,0.867132867132867,3.72727272727273,"NEAR BAY"
"1782",-122.36,37.94,45,479,161,3.0862,79000,1.16770186335404,5.63354037267081,"NEAR BAY"
"1783",-122.36,37.94,27,583,265,0.9687,105800,0.939622641509434,3.18490566037736,"NEAR BAY"
"1784",-122.36,37.94,26,1007,338,1.3365,72900,1.01479289940828,4.55621301775148,"NEAR BAY"
"1785",-122.36,37.94,41,1638,462,1.822,79700,1.26623376623377,5.60822510822511,"NEAR BAY"
"1786",-122.37,37.94,49,599,195,1.3167,71600,1.17435897435897,4.96923076923077,"NEAR BAY"
"1787",-122.35,37.93,19,1048,316,1.7865,88000,1.15822784810127,4.22151898734177,"NEAR BAY"
"1788",-122.35,37.93,28,1182,439,2.3352,84300,1.11161731207289,4.54441913439635,"NEAR BAY"
"1789",-122.36,37.94,43,371,111,1.6,79400,0.963963963963964,3.32432432432432,"NEAR BAY"
"1790",-122.36,37.93,17,885,229,3.05,121600,1.10917030567686,5.49344978165939,"NEAR BAY"
"1791",-122.37,37.94,40,912,239,1.0521,69100,1.11297071129707,4.45188284518828,"NEAR BAY"
"1792",-122.37,37.93,45,1798,749,1.75,37900,1.00934579439252,4.20560747663551,"NEAR BAY"
"1793",-122.38,37.91,18,1224,676,5.0524,269800,1.05177514792899,5.18786982248521,"NEAR BAY"
"1794",-122.42,37.93,47,1353,728,4.016,274500,1.07005494505495,4.74313186813187,"NEAR BAY"
"1795",-122.41,37.94,52,89,38,3.2875,275000,0.868421052631579,4.05263157894737,"NEAR BAY"
"1796",-122.34,37.93,30,1327,428,2.1287,95000,1.12383177570093,5.87616822429907,"NEAR BAY"
"1797",-122.35,37.93,39,1166,395,1.7257,91500,1.05316455696203,5.06835443037975,"NEAR BAY"
"1798",-122.36,37.93,44,1047,432,1.7727,86100,1.03935185185185,4.37731481481481,"NEAR BAY"
"1799",-122.36,37.93,42,1107,372,1.9375,87000,1.04569892473118,4.82795698924731,"NEAR BAY"
"1800",-122.37,37.93,37,644,174,0.8641,84200,1.09195402298851,4.07471264367816,"NEAR BAY"
"1801",-122.33,37.91,36,1437,440,1.125,93800,1.16590909090909,4.44090909090909,"NEAR BAY"
"1802",-122.35,37.92,36,585,236,1.9224,94000,0.847457627118644,3.90254237288136,"NEAR BAY"
"1803",-122.36,37.92,52,126,43,1.3929,104200,0.953488372093023,5,"NEAR BAY"
"1804",-122.35,37.91,4,1285,712,4.2895,186800,1.12078651685393,4.00421348314607,"NEAR BAY"
"1805",-122.33,37.93,34,1356,441,2.3475,90300,1.06802721088435,5.27437641723356,"NEAR BAY"
"1806",-122.33,37.93,27,1220,442,3.0156,111500,0.959276018099548,4.88235294117647,"NEAR BAY"
"1807",-122.34,37.93,32,1672,584,1.4423,88300,1.11643835616438,4.09075342465753,"NEAR BAY"
"1808",-122.34,37.93,45,1304,459,2.64,112100,1.05882352941176,4.84749455337691,"NEAR BAY"
"1809",-122.35,37.93,41,198,82,3.2222,156300,0.914634146341463,3.26829268292683,"NEAR BAY"
"1810",-122.32,37.92,29,1377,454,5.0187,140600,0.878854625550661,5.07488986784141,"NEAR BAY"
"1811",-122.33,37.92,26,2512,740,2.2301,122400,1.0527027027027,5.2527027027027,"NEAR BAY"
"1812",-122.32,37.92,28,2606,953,3.2674,129100,1.02518363064008,4.87827911857293,"NEAR BAY"
"1813",-122.32,37.91,34,1341,555,2.6399,119600,1.16576576576577,4.80900900900901,"NEAR BAY"
"1814",-122.31,37.91,39,1417,682,2.7628,167800,1.02052785923754,4.33284457478006,"NEAR BAY"
"1815",-122.31,37.91,43,1060,528,3.6417,178400,0.96780303030303,4.82765151515152,"NEAR BAY"
"1816",-122.31,37.91,45,1992,773,4.1146,177800,1.07891332470893,5.07632600258732,"NEAR BAY"
"1817",-122.31,37.93,39,872,345,5.3433,286500,1.07536231884058,7.26086956521739,"NEAR BAY"
"1818",-122.31,37.93,36,917,404,5.0399,253400,1.00990099009901,5.9480198019802,"NEAR BAY"
"1819",-122.32,37.93,40,1103,481,5.1067,247300,1.01663201663202,6.35343035343035,"NEAR BAY"
"1820",-122.32,37.94,47,697,275,6.2712,267700,1.02909090909091,6.94909090909091,"NEAR BAY"
"1821",-122.3,37.92,32,1524,614,6.0677,321600,0.985342019543974,6.42182410423453,"NEAR BAY"
"1822",-122.29,37.92,35,235,84,5.943,288200,1.04761904761905,6.94047619047619,"NEAR BAY"
"1823",-122.29,37.92,32,602,231,6.516,401000,1.01298701298701,7.51515151515152,"NEAR BAY"
"1824",-122.3,37.93,34,715,306,4.5,304000,1.16666666666667,7.36601307189542,"NEAR BAY"
"1825",-122.31,37.93,36,696,263,3.5089,261900,0.973384030418251,5.80228136882129,"NEAR BAY"
"1826",-122.32,37.93,33,216,63,2.675,22500,1.15873015873016,4.6984126984127,"NEAR BAY"
"1827",-122.31,37.92,30,537,204,2.8456,183300,1.15686274509804,4.97058823529412,"NEAR BAY"
"1828",-122.31,37.92,38,631,279,3.724,220100,0.845878136200717,4.48028673835125,"NEAR BAY"
"1829",-122.31,37.92,12,983,519,2.5,195800,1.15606936416185,3.65125240847784,"NEAR BAY"
"1830",-122.32,37.92,22,565,199,3.3594,186900,1.10552763819095,5.62311557788945,"NEAR BAY"
"1831",-122.31,37.92,43,900,361,4.1587,212200,1.12742382271468,5.86149584487535,"NEAR BAY"
"1832",-122.3,37.92,33,710,285,4.0804,239000,0.950877192982456,5.66666666666667,"NEAR BAY"
"1833",-122.31,37.91,31,681,348,2.7243,218100,1,4.11494252873563,"NEAR BAY"
"1834",-122.3,37.91,39,1159,559,2.9441,200400,1.01788908765653,4.80500894454383,"NEAR BAY"
"1835",-122.3,37.91,40,1305,589,3.6321,209100,1.04753820033956,4.86587436332767,"NEAR BAY"
"1836",-122.3,37.9,37,912,462,2.9219,217200,1.05844155844156,4.5995670995671,"NEAR BAY"
"1837",-122.3,37.9,41,873,415,3.4091,223000,1.04819277108434,4.94698795180723,"NEAR BAY"
"1838",-122.3,37.9,35,688,303,2.3946,141700,1.01650165016502,3.63696369636964,"NEAR BAY"
"1839",-122.3,37.9,30,880,437,2.2672,162500,1.07780320366133,4.05491990846682,"NEAR BAY"
"1840",-122.29,37.92,36,568,234,6,311400,1.0042735042735,6.1965811965812,"NEAR BAY"
"1841",-122.29,37.91,38,905,378,5.1691,263200,1.12169312169312,6.85449735449735,"NEAR BAY"
"1842",-122.29,37.91,46,748,354,4.0536,262000,0.977401129943503,5.88983050847458,"NEAR BAY"
"1843",-122.29,37.91,40,796,339,5.5357,273700,0.970501474926254,6.15044247787611,"NEAR BAY"
"1844",-122.29,37.9,52,1131,489,4.4286,234900,1.02249488752556,5.43353783231084,"NEAR BAY"
"1845",-122.28,37.91,38,805,329,6.5576,358500,1.05775075987842,7.60182370820669,"NEAR BAY"
"1846",-122.28,37.9,49,1148,507,6.3538,333700,1.01775147928994,6.29388560157791,"NEAR BAY"
"1847",-122.28,37.9,52,490,248,4.1212,287500,1.00403225806452,5.52016129032258,"NEAR BAY"
"1848",-122.28,37.91,41,1053,490,5.828,324400,0.983673469387755,6.14081632653061,"NEAR BAY"
"1849",-122.27,37.91,47,692,296,6.3669,315500,1.06418918918919,6.52027027027027,"NEAR BAY"
"1850",-122.28,37.91,48,685,286,7.3089,331200,1.04195804195804,7.28321678321678,"NEAR BAY"
"1851",-124.17,41.8,16,1259,436,3.7557,109400,1.10091743119266,6.28211009174312,"NEAR OCEAN"
"1852",-124.3,41.8,19,1298,478,1.9797,85800,1.15481171548117,5.58995815899582,"NEAR OCEAN"
"1853",-124.23,41.75,11,1343,479,2.4805,73200,1.28601252609603,6.59498956158664,"NEAR OCEAN"
"1854",-124.21,41.77,17,1947,647,2.5795,68400,1.11591962905719,5.34930448222566,"NEAR OCEAN"
"1855",-124.19,41.78,15,1645,640,1.6654,74600,1.115625,4.90625,"NEAR OCEAN"
"1856",-124.22,41.73,28,1530,653,1.7038,78300,1.07044410413476,4.59877488514548,"NEAR OCEAN"
"1857",-124.21,41.75,20,1993,721,2.0074,66900,1.09153952843273,5.28432732316227,"NEAR OCEAN"
"1858",-124.17,41.76,20,1282,514,2.4605,105900,1.04669260700389,5.20038910505837,"NEAR OCEAN"
"1859",-124.16,41.74,15,1532,530,2.1829,69500,1.07358490566038,5.12264150943396,"NEAR OCEAN"
"1860",-124.14,41.95,21,1208,494,2.275,122400,1.17004048582996,5.45748987854251,"NEAR OCEAN"
"1861",-124.16,41.92,19,841,283,2.1336,75000,1.14487632508834,5.89399293286219,"NEAR OCEAN"
"1862",-124.3,41.84,17,1244,456,3.0313,103600,1.16447368421053,5.87061403508772,"NEAR OCEAN"
"1863",-124.15,41.81,17,3546,585,2.2868,103100,1.07350427350427,5.6,"NEAR OCEAN"
"1864",-123.91,41.68,22,743,314,2.9688,152700,1.14649681528662,5.98726114649681,"<1H OCEAN"
"1865",-123.83,41.88,18,660,258,3.13,116700,1.38372093023256,5.82945736434108,"<1H OCEAN"
"1866",-123.92,41.54,22,1382,499,2.0202,71100,1.27454909819639,5.85170340681363,"NEAR OCEAN"
"1867",-119.94,38.96,20,467,255,1.5536,212500,1.51372549019608,5.69019607843137,"INLAND"
"1869",-119.95,38.95,22,851,269,2.02,87500,1.30855018587361,3.93308550185874,"INLAND"
"1870",-119.95,38.95,21,952,353,1.7245,92200,1.64305949008499,5.79603399433428,"INLAND"
"1871",-119.94,38.95,25,1134,396,2.32,91300,1.35353535353535,4.51767676767677,"INLAND"
"1872",-119.95,38.94,24,755,223,2.5875,173400,2.31838565022422,9.77578475336323,"INLAND"
"1874",-119.97,38.94,26,406,180,1.9667,84600,1.85555555555556,8.25,"INLAND"
"1875",-119.97,38.93,24,388,108,3.1806,107200,1.71296296296296,7.92592592592593,"INLAND"
"1876",-119.98,38.96,25,868,342,3.5417,114800,1.29824561403509,7.14327485380117,"INLAND"
"1877",-119.96,38.94,19,585,188,2.2589,131600,1.5531914893617,7.60106382978723,"INLAND"
"1878",-119.96,38.94,27,717,254,1.8906,104200,1.54724409448819,5.8740157480315,"INLAND"
"1879",-119.96,38.93,22,1215,483,2.83,110500,1.30848861283644,5.65424430641822,"INLAND"
"1881",-119.98,38.94,25,503,219,1.9018,109700,1.49771689497717,6.11415525114155,"INLAND"
"1882",-119.98,38.94,23,339,147,4.0417,99300,2.02721088435374,10.6394557823129,"INLAND"
"1883",-119.99,38.94,24,421,185,3.1625,103600,1.56216216216216,6.57297297297297,"INLAND"
"1884",-119.99,38.94,22,786,351,3.0806,118500,1.82336182336182,8.88603988603989,"INLAND"
"1885",-119.99,38.93,23,673,277,2.9091,141900,1.49458483754513,6.7942238267148,"INLAND"
"1886",-119.98,38.93,28,494,203,2.3281,85800,1.33990147783251,5.88177339901478,"INLAND"
"1887",-119.98,38.93,25,534,226,2.6607,90400,1.29646017699115,5.58407079646018,"INLAND"
"1888",-119.98,38.92,27,1010,399,3.15,86900,1.5187969924812,6.7218045112782,"INLAND"
"1889",-119.98,38.92,28,522,221,2.0708,89600,1.41176470588235,6.3710407239819,"INLAND"
"1891",-120.01,38.93,22,1045,425,2.996,126100,1.43529411764706,7.24705882352941,"INLAND"
"1892",-120,38.92,17,466,180,3.3295,126600,1.15,6.14444444444444,"INLAND"
"1893",-120,38.92,26,191,83,3.5,103600,1.39759036144578,6.37349397590361,"INLAND"
"1894",-120.01,38.92,23,485,198,1.7188,96100,1.24242424242424,4.86868686868687,"INLAND"
"1895",-120.01,38.92,25,689,278,2.675,104200,1.2841726618705,6.32374100719424,"INLAND"
"1896",-120.02,38.91,22,829,330,2.2056,107200,1.49393939393939,6.47878787878788,"INLAND"
"1897",-120.02,38.92,24,414,151,3.2396,101900,1.62913907284768,7.90728476821192,"INLAND"
"1898",-120.01,38.91,27,283,143,2.0938,94400,1.33566433566434,6.76923076923077,"INLAND"
"1899",-120.01,38.91,17,1005,499,1.9851,86700,1.22044088176353,5.4749498997996,"INLAND"
"1900",-120.01,38.89,24,589,281,3.0089,100800,1.50177935943061,5.93950177935943,"INLAND"
"1901",-120,38.9,21,737,308,1.9727,114100,1.36038961038961,5.36688311688312,"INLAND"
"1903",-119.98,38.9,16,885,334,3.5,134700,1.7125748502994,9.30838323353293,"INLAND"
"1905",-120,38.87,12,395,144,4.225,127600,1.86111111111111,9.97916666666667,"INLAND"
"1906",-119.96,38.84,17,828,289,3.5714,109700,1.77162629757785,9.41868512110727,"INLAND"
"1908",-120.04,38.86,16,712,261,3.7891,117700,1.84291187739464,10.3754789272031,"INLAND"
"1909",-120.03,38.89,15,918,336,3.8333,118800,1.75,9.05357142857143,"INLAND"
"1910",-120.02,38.86,19,883,300,3.017,97600,1.53,8.09666666666667,"INLAND"
"1916",-120.97,38.91,7,1978,682,4.8311,172200,1.04985337243402,6.36510263929619,"INLAND"
"1917",-121.04,38.81,11,1456,544,3.93,163400,1.14522058823529,6.47426470588235,"INLAND"
"1918",-120.72,38.94,10,540,190,3.7625,113200,1.85263157894737,8.4421052631579,"INLAND"
"1919",-120.88,38.91,15,1960,691,2.902,127300,1.12590448625181,5.60926193921852,"INLAND"
"1920",-120.92,38.86,11,850,326,3.2027,128600,1.05828220858896,5.2760736196319,"INLAND"
"1921",-120.87,38.83,12,1070,377,2.8562,128200,1.12201591511936,5.78249336870027,"INLAND"
"1922",-120.84,38.81,11,609,248,3.1635,132600,1.15322580645161,5.16129032258065,"INLAND"
"1923",-120.81,38.89,17,675,268,2.9444,119300,1.2089552238806,5.36567164179105,"INLAND"
"1924",-120.79,38.83,15,709,239,1.7222,118500,1.21757322175732,5.7489539748954,"INLAND"
"1925",-120.71,38.85,8,884,323,3.4688,120100,1.48297213622291,5.81114551083591,"INLAND"
"1928",-121.09,38.68,15,1949,659,4.7083,213300,1.07890743550835,7.91805766312595,"INLAND"
"1929",-121.08,38.67,10,1040,333,6.844,239600,0.993993993993994,7.5045045045045,"INLAND"
"1930",-121.07,38.66,22,813,269,4.6394,173400,1.0185873605948,6.80669144981413,"INLAND"
"1931",-121.06,38.7,9,5001,1627,6.314,228900,1.06883835279656,8.14689612784266,"INLAND"
"1932",-121,38.58,12,1357,451,5.3344,217500,1.21729490022173,7.59423503325942,"INLAND"
"1933",-121.01,38.73,7,2957,1024,4.7276,197500,1.021484375,6.173828125,"INLAND"
"1934",-120.99,38.69,5,2651,962,4.1163,172500,1.11642411642412,5.96985446985447,"INLAND"
"1935",-121.02,38.66,4,3096,1065,4.5246,198900,1.08450704225352,6.94084507042253,"INLAND"
"1936",-120.99,38.67,8,2005,723,5.4413,187900,1.02904564315353,6.79529737206086,"INLAND"
"1937",-120.98,38.67,13,1286,470,5.584,186600,1.09787234042553,7.30212765957447,"INLAND"
"1938",-120.98,38.66,9,916,373,3.225,163300,1.08310991957105,5.55764075067024,"INLAND"
"1939",-120.98,38.68,5,2242,900,3.2964,176900,1.01,5.34444444444444,"INLAND"
"1940",-120.95,38.69,10,1689,545,5.2032,217100,1.03302752293578,6.27706422018349,"INLAND"
"1941",-120.96,38.66,11,1062,380,3.9036,180800,1.14736842105263,6.15526315789474,"INLAND"
"1942",-120.97,38.65,9,1601,555,4.0714,300600,1.08468468468468,6.67927927927928,"INLAND"
"1943",-120.93,38.65,12,1097,351,4.5568,170100,1.09401709401709,6.30484330484331,"INLAND"
"1944",-120.91,38.62,12,2033,718,4.1843,207600,1.04178272980501,6.33008356545961,"INLAND"
"1945",-120.95,38.79,12,1459,517,4.3981,202800,1.11992263056093,6.28046421663443,"INLAND"
"1946",-120.93,38.77,9,788,341,5.5111,196300,1.04105571847507,6.5366568914956,"INLAND"
"1947",-120.91,38.73,11,2645,838,4.835,230600,1.02505966587112,6.51551312649165,"INLAND"
"1948",-120.87,38.71,13,1302,420,4,167400,1.11904761904762,6.40952380952381,"INLAND"
"1949",-120.84,38.77,11,410,158,4.825,184600,1.18987341772152,6.41139240506329,"INLAND"
"1950",-120.86,38.75,15,674,287,2.5625,146100,1.04529616724739,5.34146341463415,"INLAND"
"1951",-120.83,38.74,17,1714,734,2.2269,128300,1.0558583106267,5.02043596730245,"INLAND"
